@relation krkopt-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N5-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}

@data
0,8.660254,0,20.78461,6.928203,draw
0,10.392305,0,22.51666,8.660254,draw
0,12.124356,0,24.248711,10.392305,draw
0,10.392305,0,22.51666,6.928203,draw
0,12.124356,0,24.248711,8.660254,draw
0,13.856406,0,25.980762,10.392305,draw
1.732051,10.392305,0,22.51666,8.660254,draw
1.732051,13.856406,0,25.980762,12.124356,draw
0,10.392305,0,24.248711,8.660254,draw
0,12.124356,0,25.980762,10.392305,draw
0,13.856406,0,27.712813,12.124356,draw
0,12.124356,0,25.980762,8.660254,draw
0,13.856406,0,27.712813,10.392305,draw
1.732051,12.124356,0,25.980762,10.392305,draw
0,12.124356,0,27.712813,10.392305,draw
0,13.856406,0,29.444864,12.124356,draw
1.732051,1.732051,0,3.464102,1.732051,draw
1.732051,3.464102,0,5.196152,3.464102,draw
0,3.464102,0,6.928203,3.464102,draw
1.732051,0,1.732051,5.196152,1.732051,draw
1.732051,1.732051,1.732051,6.928203,3.464102,draw
1.732051,1.732051,0,5.196152,1.732051,draw
1.732051,3.464102,0,6.928203,3.464102,draw
1.732051,5.196152,0,8.660254,5.196152,draw
0,1.732051,0,6.928203,1.732051,draw
0,5.196152,0,10.392305,5.196152,draw
1.732051,0,1.732051,6.928203,1.732051,draw
1.732051,1.732051,1.732051,8.660254,3.464102,draw
1.732051,3.464102,1.732051,10.392305,5.196152,draw
1.732051,3.464102,0,8.660254,3.464102,draw
1.732051,5.196152,0,10.392305,5.196152,draw
1.732051,6.928203,0,12.124356,6.928203,draw
0,3.464102,0,10.392305,3.464102,draw
0,6.928203,0,13.856406,6.928203,draw
1.732051,1.732051,1.732051,10.392305,3.464102,draw
1.732051,3.464102,1.732051,12.124356,5.196152,draw
1.732051,5.196152,1.732051,13.856406,6.928203,draw
1.732051,5.196152,0,12.124356,5.196152,draw
1.732051,6.928203,0,13.856406,6.928203,draw
1.732051,8.660254,0,15.588457,8.660254,draw
0,5.196152,0,13.856406,5.196152,draw
0,8.660254,0,17.320508,8.660254,draw
1.732051,3.464102,1.732051,13.856406,5.196152,draw
1.732051,5.196152,1.732051,15.588457,6.928203,draw
1.732051,6.928203,1.732051,17.320508,8.660254,draw
1.732051,6.928203,0,15.588457,6.928203,draw
1.732051,8.660254,0,17.320508,8.660254,draw
1.732051,10.392305,0,19.052559,10.392305,draw
0,6.928203,0,17.320508,6.928203,draw
0,10.392305,0,20.78461,10.392305,draw
1.732051,5.196152,1.732051,17.320508,6.928203,draw
1.732051,6.928203,1.732051,19.052559,8.660254,draw
1.732051,8.660254,1.732051,20.78461,10.392305,draw
1.732051,8.660254,0,19.052559,8.660254,draw
1.732051,10.392305,0,20.78461,10.392305,draw
1.732051,12.124356,0,22.51666,12.124356,draw
0,8.660254,0,20.78461,8.660254,draw
0,12.124356,0,24.248711,12.124356,draw
1.732051,6.928203,1.732051,20.78461,8.660254,draw
1.732051,8.660254,1.732051,22.51666,10.392305,draw
1.732051,10.392305,1.732051,24.248711,12.124356,draw
1.732051,10.392305,0,22.51666,10.392305,draw
1.732051,12.124356,0,24.248711,12.124356,draw
1.732051,13.856406,0,25.980762,13.856406,draw
0,10.392305,0,24.248711,10.392305,draw
0,13.856406,0,27.712813,13.856406,draw
1.732051,8.660254,1.732051,24.248711,10.392305,draw
1.732051,10.392305,1.732051,25.980762,12.124356,draw
1.732051,12.124356,1.732051,27.712813,13.856406,draw
1.732051,12.124356,0,25.980762,12.124356,draw
1.732051,13.856406,0,27.712813,13.856406,draw
0,12.124356,0,27.712813,12.124356,draw
1.732051,10.392305,1.732051,27.712813,12.124356,draw
1.732051,12.124356,1.732051,29.444864,13.856406,draw
0,1.732051,0,5.196152,1.732051,draw
0,3.464102,0,6.928203,3.464102,draw
1.732051,1.732051,1.732051,6.928203,3.464102,draw
0,1.732051,0,3.464102,1.732051,draw
0,3.464102,0,5.196152,3.464102,draw
0,1.732051,0,6.928203,1.732051,draw
0,3.464102,0,8.660254,3.464102,draw
0,5.196152,0,10.392305,5.196152,draw
1.732051,0,1.732051,6.928203,1.732051,draw
1.732051,3.464102,1.732051,10.392305,5.196152,draw
0,1.732051,0,5.196152,1.732051,draw
0,3.464102,0,6.928203,3.464102,draw
0,5.196152,0,8.660254,5.196152,draw
0,3.464102,0,10.392305,3.464102,draw
0,5.196152,0,12.124356,5.196152,draw
0,6.928203,0,13.856406,6.928203,draw
1.732051,1.732051,1.732051,10.392305,3.464102,draw
1.732051,5.196152,1.732051,13.856406,6.928203,draw
0,3.464102,0,8.660254,3.464102,draw
0,5.196152,0,10.392305,5.196152,draw
0,6.928203,0,12.124356,6.928203,draw
0,5.196152,0,13.856406,5.196152,draw
0,6.928203,0,15.588457,6.928203,draw
0,8.660254,0,17.320508,8.660254,draw
1.732051,3.464102,1.732051,13.856406,5.196152,draw
1.732051,6.928203,1.732051,17.320508,8.660254,draw
0,5.196152,0,12.124356,5.196152,draw
0,6.928203,0,13.856406,6.928203,draw
0,8.660254,0,15.588457,8.660254,draw
0,6.928203,0,17.320508,6.928203,draw
0,8.660254,0,19.052559,8.660254,draw
0,10.392305,0,20.78461,10.392305,draw
1.732051,5.196152,1.732051,17.320508,6.928203,draw
1.732051,8.660254,1.732051,20.78461,10.392305,draw
0,6.928203,0,15.588457,6.928203,draw
0,8.660254,0,17.320508,8.660254,draw
0,10.392305,0,19.052559,10.392305,draw
0,8.660254,0,20.78461,8.660254,draw
0,10.392305,0,22.51666,10.392305,draw
0,12.124356,0,24.248711,12.124356,draw
1.732051,6.928203,1.732051,20.78461,8.660254,draw
1.732051,10.392305,1.732051,24.248711,12.124356,draw
0,8.660254,0,19.052559,8.660254,draw
0,10.392305,0,20.78461,10.392305,draw
0,12.124356,0,22.51666,12.124356,draw
0,10.392305,0,24.248711,10.392305,draw
0,12.124356,0,25.980762,12.124356,draw
0,13.856406,0,27.712813,13.856406,draw
1.732051,8.660254,1.732051,24.248711,10.392305,draw
1.732051,12.124356,1.732051,27.712813,13.856406,draw
0,10.392305,0,22.51666,10.392305,draw
0,12.124356,0,24.248711,12.124356,draw
0,13.856406,0,25.980762,13.856406,draw
0,12.124356,0,27.712813,12.124356,draw
0,13.856406,0,29.444864,13.856406,draw
1.732051,10.392305,1.732051,27.712813,12.124356,draw
0,12.124356,0,25.980762,12.124356,draw
0,13.856406,0,27.712813,13.856406,draw
1.732051,0,1.732051,3.464102,1.732051,draw
1.732051,1.732051,1.732051,5.196152,3.464102,draw
0,3.464102,0,3.464102,3.464102,draw
1.732051,0,1.732051,5.196152,1.732051,draw
1.732051,1.732051,1.732051,6.928203,3.464102,draw
1.732051,3.464102,1.732051,8.660254,5.196152,draw
0,1.732051,0,3.464102,1.732051,draw
0,5.196152,0,6.928203,5.196152,draw
1.732051,1.732051,1.732051,8.660254,3.464102,draw
1.732051,3.464102,1.732051,10.392305,5.196152,draw
1.732051,5.196152,1.732051,12.124356,6.928203,draw
0,3.464102,0,6.928203,3.464102,draw
0,6.928203,0,10.392305,6.928203,draw
1.732051,3.464102,1.732051,12.124356,5.196152,draw
1.732051,5.196152,1.732051,13.856406,6.928203,draw
1.732051,6.928203,1.732051,15.588457,8.660254,draw
0,5.196152,0,10.392305,5.196152,draw
0,8.660254,0,13.856406,8.660254,draw
1.732051,5.196152,1.732051,15.588457,6.928203,draw
1.732051,6.928203,1.732051,17.320508,8.660254,draw
