@relation 'spambase_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0_clustered'

@attribute Instance_number numeric
@attribute '0.348word_freq_857+0.348word_freq_415+0.32 word_freq_direct+0.317word_freq_technology+0.312word_freq_telnet...' numeric
@attribute -0.272word_freq_your-0.252capital_run_length_longest-0.248word_freq_000-0.236char_freq_$-0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute -0.534word_freq_meeting-0.332word_freq_will-0.31word_freq_lab-0.27word_freq_our+0.256word_freq_font... numeric
@attribute '-0.303word_freq_font-0.299word_freq_business-0.299char_freq_;+0.29 word_freq_addresses-0.274word_freq_credit...' numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute -0.323word_freq_edu-0.305word_freq_you-0.257word_freq_cs-0.239char_freq_!+0.237word_freq_internet... numeric
@attribute -0.368word_freq_edu-0.35word_freq_cs+0.291word_freq_make-0.28word_freq_our-0.258word_freq_remove... numeric
@attribute 0.359word_freq_cs+0.353word_freq_edu-0.289word_freq_re-0.265word_freq_pm-0.262char_freq_!... numeric
@attribute '0.326word_freq_email+0.262word_freq_will+0.258word_freq_all-0.248word_freq_george+0.23 word_freq_hpl...' numeric
@attribute '-0.355word_freq_money-0.305word_freq_free-0.262word_freq_make+0.257word_freq_re+0.24 char_freq_!...' numeric
@attribute '-0.334word_freq_parts+0.314word_freq_address+0.27 word_freq_mail-0.259word_freq_hp+0.254word_freq_will...' numeric
@attribute 0.529word_freq_data+0.345char_freq_[-0.246word_freq_people-0.219word_freq_hp-0.198word_freq_hpl... numeric
@attribute 0.399word_freq_table-0.361word_freq_project+0.272word_freq_re+0.223word_freq_order-0.22word_freq_will... numeric
@attribute -0.428word_freq_address+0.373word_freq_george-0.307word_freq_mail-0.297word_freq_report+0.255word_freq_conference... numeric
@attribute -0.504word_freq_table+0.359char_freq_[-0.277word_freq_report-0.261word_freq_project+0.246char_freq_!... numeric
@attribute -0.453word_freq_3d-0.403word_freq_project-0.332word_freq_parts-0.243word_freq_re+0.225word_freq_free... numeric
@attribute -0.686word_freq_3d+0.428word_freq_parts-0.187word_freq_lab+0.167word_freq_people+0.167word_freq_address... numeric
@attribute -0.602word_freq_conference+0.532word_freq_project+0.258char_freq_#-0.17word_freq_3d+0.168word_freq_make... numeric
@attribute 0.447word_freq_address-0.388char_freq_#-0.295word_freq_conference-0.284word_freq_re-0.275word_freq_mail... numeric
@attribute '-0.43char_freq_#-0.327word_freq_address-0.256word_freq_over-0.247word_freq_conference+0.24 capital_run_length_average...' numeric
@attribute 0.407word_freq_conference+0.407char_freq_!+0.387word_freq_project+0.339word_freq_table+0.284word_freq_free... numeric
@attribute -0.326word_freq_mail-0.321char_freq_(-0.31word_freq_internet+0.261char_freq_[-0.26word_freq_free... numeric
@attribute -0.404word_freq_people-0.357word_freq_money-0.298word_freq_email+0.294word_freq_report+0.253word_freq_000... numeric
@attribute '0.45 word_freq_table+0.386word_freq_make-0.315word_freq_all-0.283word_freq_report+0.227word_freq_000...' numeric
@attribute 0.335word_freq_email-0.323word_freq_over-0.269word_freq_mail+0.255word_freq_re+0.249word_freq_data... numeric
@attribute 0.412char_freq_#-0.306word_freq_free+0.261word_freq_data+0.254word_freq_pm+0.218word_freq_all... numeric
@attribute 0.433word_freq_internet-0.293word_freq_order-0.28word_freq_remove-0.279word_freq_mail+0.237char_freq_[... numeric
@attribute -0.493word_freq_credit+0.312word_freq_data-0.297char_freq_(-0.285char_freq_[+0.276word_freq_internet... numeric
@attribute -0.363word_freq_credit-0.3word_freq_free+0.288word_freq_order+0.283word_freq_business-0.282word_freq_data... numeric
@attribute 0.397char_freq_!+0.331word_freq_over-0.318word_freq_000+0.279word_freq_receive-0.268word_freq_credit... numeric
@attribute 0.367word_freq_our-0.297word_freq_order-0.262word_freq_all+0.253word_freq_report+0.244word_freq_email... numeric
@attribute 0.359word_freq_remove-0.343word_freq_our+0.297word_freq_over+0.258capital_run_length_average+0.244word_freq_report... numeric
@attribute -0.431word_freq_pm-0.303word_freq_order-0.285word_freq_free+0.282word_freq_original-0.269word_freq_people... numeric
@attribute -0.518word_freq_will+0.336word_freq_make-0.27word_freq_parts-0.24word_freq_pm-0.209word_freq_cs... numeric
@attribute -0.431word_freq_all-0.265word_freq_business+0.264char_freq_$-0.252word_freq_re+0.242word_freq_pm... numeric
@attribute 0.338word_freq_your+0.272word_freq_george-0.266word_freq_make+0.221word_freq_cs+0.215char_freq_$... numeric
@attribute '-0.431word_freq_original+0.275word_freq_receive-0.255char_freq_$+0.249word_freq_pm+0.23 word_freq_edu...' numeric
@attribute '-0.326word_freq_business+0.29 word_freq_cs-0.284word_freq_email-0.275word_freq_edu+0.234word_freq_85...' numeric
@attribute '-0.433word_freq_business-0.343word_freq_you+0.308word_freq_our+0.27 char_freq_$+0.253word_freq_re...' numeric
@attribute '0.437capital_run_length_total+0.338word_freq_85-0.24word_freq_addresses+0.24 word_freq_business-0.225word_freq_your...' numeric
@attribute '0.389capital_run_length_total-0.274word_freq_85+0.242word_freq_mail-0.241word_freq_650+0.24 word_freq_cs...' numeric
@attribute 0.441word_freq_you-0.361word_freq_receive-0.294word_freq_money+0.276word_freq_make+0.265word_freq_hpl... numeric
@attribute -0.543word_freq_edu+0.383word_freq_cs+0.378word_freq_1999-0.302word_freq_original+0.204word_freq_000... numeric
@attribute 0.551word_freq_your-0.391word_freq_you+0.262word_freq_font-0.26word_freq_receive-0.246char_freq_;... numeric
@attribute 0.508word_freq_font-0.459char_freq_;+0.335word_freq_hpl-0.309word_freq_85-0.202word_freq_your... numeric
@attribute -0.547word_freq_000+0.532word_freq_addresses+0.289char_freq_$-0.215word_freq_order-0.183word_freq_email... numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
11,-0.54369,1.097305,0.280161,-0.573939,0.067444,0.371583,-0.071652,-0.261149,0.377428,-0.218063,0.771903,0.819558,0.459787,0.065781,-0.259424,1.046648,0.125376,-0.281813,0.390257,-1.743608,-0.265045,-0.440549,1.373858,0.524495,0.4594,-0.219422,-0.288837,0.142179,0.147881,0.016011,0.255645,-0.089725,-0.258572,0.122458,0.065826,0.176542,-0.410576,-0.182677,0.114224,0.303326,-0.004554,-0.246079,-0.02621,-0.354667,0.009927,-0.485437,-0.221413,0.075394,0,cluster0
12,-0.848167,-3.011964,0.221948,1.215306,0.72089,2.877726,-2.132532,0.546488,-1.054262,-0.398579,-0.229841,0.200706,-0.189615,-1.333375,-0.780324,-1.259702,-0.538808,0.014292,0.670191,-0.912944,0.221958,1.217976,0.338818,0.287474,-2.275065,-0.783975,0.709029,1.065208,1.300171,-0.776447,-0.897225,-0.070796,0.228748,-0.051825,-0.129183,0.3644,-0.686818,-0.2193,0.177427,-0.025031,0.390378,-1.302671,-0.065883,0.087313,0.147876,1.04056,-0.059659,-0.050407,1,cluster2
13,0.764646,1.342372,-1.154668,-0.275057,0.774234,0.33706,1.026726,-1.0074,-0.498154,1.445461,-0.01316,-0.02646,-0.741267,0.112736,0.102064,-0.818766,-0.858275,0.149282,-0.123411,-0.436967,-0.515906,-0.644977,-0.583402,-0.982622,0.282388,-0.559468,0.058366,-0.919507,-0.276693,-0.966363,0.761966,-0.42008,0.429131,0.972063,-0.180407,0.968391,0.45123,-0.376964,-0.015649,-0.379097,-0.249168,-0.751423,-1.543673,-0.569302,-1.382781,0.030147,0.157637,-0.650814,1,cluster2
14,-0.67374,0.374785,0.875422,0.141118,0.670764,0.573651,-0.032934,-0.36895,-0.27968,-0.623585,0.945196,-0.048494,0.085312,0.522761,0.694296,-0.02507,-0.405327,-0.257002,-0.034736,-0.269253,-0.122678,-0.026878,-0.407324,0.374426,-0.653155,-0.53471,0.378134,-0.119404,0.53492,-0.316759,0.170614,-0.077886,-0.353188,0.060211,0.391141,0.288149,0.42176,-0.235211,-0.002589,-0.443854,-0.511966,-0.030091,0.495964,0.538747,0.423507,-0.911114,0.330562,-0.082927,0,cluster0
15,-0.970982,-0.552986,1.564652,0.103936,-0.753166,-0.380589,-0.000597,-0.857828,0.857067,0.013918,1.548823,0.669905,0.878835,1.0627,0.244479,0.458158,-0.56113,0.468823,0.086402,-0.321216,0.298929,0.554812,-0.524588,0.121436,0.802872,-0.906124,-0.523106,0.665991,0.955577,0.125132,0.48426,-0.280858,-0.820582,-0.244133,1.190951,-1.054246,0.06326,0.767903,-0.510007,-0.574082,-0.502658,-0.477133,0.240716,-0.062986,-0.329279,1.921804,-0.784435,-0.251094,1,cluster2
16,-1.502185,-4.848586,-3.020746,1.120195,-0.551482,2.72491,-1.614064,1.77174,-2.061105,-0.268635,0.822277,-0.218562,1.194241,0.71594,0.704384,0.8127,-0.765279,-0.225709,-0.07916,0.251983,-0.708486,-0.28305,-0.600166,1.054094,0.094005,-0.168169,1.027564,-0.938497,-0.664383,0.320725,-0.58084,0.882328,-0.058239,-0.679358,-0.473497,-0.309613,-0.864187,0.155893,0.192863,1.041153,-0.086941,-0.483534,-0.640933,-0.603179,-0.770028,0.045246,-0.469568,1.505123,1,cluster2
17,-1.042902,-3.083705,0.941642,0.560536,-0.260248,-2.965108,1.497206,1.687171,-0.430947,1.21985,-1.185801,1.641076,0.153735,0.820866,1.01043,1.129359,0.194561,-0.595639,-0.124284,0.182137,1.086645,-1.208273,0.209807,-0.523628,-0.51707,-0.619697,-0.288409,0.7356,0.782151,-1.399847,-0.079225,-0.01311,0.805938,0.061271,0.163195,0.795817,-0.45374,-0.013934,-0.144736,-0.419592,0.24277,-0.529672,0.615488,0.617587,-0.172502,0.037238,-0.071815,0.044336,1,cluster2
18,-1.250632,-2.049987,0.783189,0.202423,-0.622025,-0.591678,-0.082187,0.100631,-0.238814,-0.284709,0.810264,-0.82131,-0.274029,0.043674,1.236366,0.078308,0.634503,-0.822659,1.053786,-0.093128,-0.622346,0.052854,0.474526,-0.667,-0.25938,-0.716764,0.758178,0.030097,-0.808445,-0.014373,0.501262,1.565379,-0.991457,-0.248714,-0.191799,-0.900795,0.924492,0.463287,-0.045277,0.514194,0.558807,0.216687,-0.524981,-0.231335,0.228553,-1.075693,0.828458,-0.707219,1,cluster2
19,-0.468714,1.706254,0.187457,-1.169576,1.101337,0.918242,0.889991,1.595876,-0.598803,-0.099291,0.607175,-2.165196,3.577312,-2.174053,2.183738,-4.706541,1.006895,-1.432738,1.810205,-0.403582,5.111579,-3.583776,0.372473,0.339533,2.696109,1.91541,-0.414694,0.307591,0.810586,-0.156727,-0.251673,-0.468072,0.40252,-0.301028,-0.082804,-0.879536,-0.859217,1.295121,0.578616,0.26289,-0.673532,0.483581,-0.959991,0.866483,-0.277322,-0.051424,0.050555,0.01258,0,cluster0
20,-0.678833,-0.072361,-0.023857,-0.353296,-1.075213,-0.622972,0.373557,0.419154,-0.155998,-0.145812,-0.138935,-0.753591,-0.334459,1.513208,-0.360117,-1.257164,0.565403,-0.403483,0.7331,-0.511492,-0.715302,0.365268,-0.291091,-1.066783,0.033411,0.173896,-0.403234,0.2472,0.256235,0.173467,-0.700877,0.393007,0.421897,-0.542168,0.703304,-0.260285,0.25001,0.643191,0.384451,0.301794,0.128924,0.160855,0.206803,0.071739,-0.185436,0.078918,-0.057207,-0.128431,1,cluster2
21,-0.663322,-0.398522,-0.652935,-0.480445,0.051873,0.528848,0.236533,0.466487,-0.418735,-0.287334,0.732543,-0.305957,-0.007524,0.019775,0.32688,-0.252983,-0.259669,0.091139,0.255454,-0.275094,0.063292,-0.013611,0.033893,0.04851,-0.174191,-0.740999,0.622737,0.090186,0.501576,-0.296978,-0.266831,0.286205,-0.187998,-0.0268,-0.00335,0.615122,-0.333392,-0.171354,0.449732,0.370899,0.317982,0.459734,1.013273,-0.406275,-0.197128,0.132323,-0.270177,0.024863,1,cluster2
22,0.090654,1.223513,0.026605,-0.734682,-1.872232,0.115546,0.333749,1.002657,1.596697,1.375933,0.098188,0.388921,-0.656168,2.178674,-2.351028,-1.9712,-1.318078,-1.086752,0.192976,1.50205,-0.787502,-0.162966,1.796097,-0.459142,0.926245,-1.095707,1.450658,-0.00289,-0.186599,1.172042,-0.159257,-0.406389,1.699071,0.390369,1.107568,-1.329494,-1.018386,0.130246,-0.410241,-0.902927,-0.328249,-0.089626,-1.037341,0.058232,-0.429164,0.079427,0.119398,0.022719,0,cluster0
23,-0.27298,2.093399,-0.308924,0.78762,0.108475,-0.170964,0.459546,0.272629,0.343261,-0.743884,-0.250703,-0.204341,0.387793,-1.329492,-0.648896,1.80439,0.172241,-0.683347,0.589744,-2.748764,-1.776356,-1.351979,2.218108,0.887807,0.219795,0.542868,-0.393239,-0.877886,0.082017,0.571621,-0.489653,-0.23162,-0.559791,-0.407121,-0.010496,0.791544,0.113234,0.340005,0.129682,-0.957358,0.389651,0.612653,-0.651528,0.498365,1.151877,0.567292,-0.038736,0.575649,0,cluster0
24,-0.893488,-0.08409,1.50879,0.054925,-0.678421,-0.024498,-0.264117,-1.181449,0.934076,-0.080697,1.491477,0.992656,1.030873,0.932737,-0.082593,0.202862,-0.302797,0.473669,-0.120112,-0.336975,0.12253,0.480414,-0.290982,0.163361,0.589241,-1.037803,-0.370421,0.485941,0.273313,-0.066681,0.135518,-0.159088,-0.430313,-0.472334,0.782692,-1.508707,-0.099149,-0.182519,-0.437195,-0.242415,-0.43424,0.153418,-0.473341,0.632829,0.044369,0.071291,-0.144881,0.132275,0,cluster0
25,-0.473014,-0.188427,-0.443592,-0.21661,-0.421516,-0.589338,-0.026559,-0.496981,0.158205,-0.3996,0.164838,-0.053656,0.689689,0.633085,-0.01676,-1.261702,0.886632,0.259859,-0.037347,-0.402547,-0.841211,0.936768,-0.234372,-0.989608,-0.465467,-0.192114,-1.601946,-0.531579,-0.511361,-1.235203,0.30934,0.088994,0.21612,-0.292542,-0.081151,0.295888,0.156943,0.486857,0.157803,-0.353268,-0.244155,-0.352775,0.673404,0.423641,0.357812,0.101425,-0.239073,-0.220804,1,cluster2
26,-0.551934,0.813794,0.488693,-0.615539,0.046318,0.04764,0.347457,0.141824,-0.255055,-0.032538,-0.103842,-0.063288,-0.026141,0.13945,0.022443,-0.145821,-0.163002,-0.198906,0.17195,-0.064813,0.018429,0.349236,-0.391393,0.221098,0.063963,0.12341,-0.261288,-0.020427,0.032265,0.180954,0.122598,-0.176105,0.046498,-0.482916,0.274305,0.38854,0.835143,0.076965,0.115893,0.347826,-0.023614,-0.378918,0.4934,-0.507844,0.076354,0.511656,-0.262729,0.013359,1,cluster2
27,0.015463,0.993131,-0.775587,-1.020305,0.446532,0.09921,0.4694,0.289538,0.344389,-0.106772,-0.337763,-3.153865,-0.876855,-1.304615,-0.378505,0.409011,-1.387794,-6.362017,-9.800338,-2.515211,0.889909,2.975556,-0.471582,-0.260478,3.432942,-1.385688,-0.424327,3.273263,0.235011,-1.39864,-1.11204,1.453912,-0.260872,-0.373829,-1.36547,-0.553558,-0.256951,0.738762,0.063742,-0.067394,-0.06134,-0.226471,-0.167348,-0.506793,0.078532,-0.510557,-0.267664,0.088876,1,cluster2
