@relation krkopt_clustered

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
333,b,1,d,4,e,4,draw,cluster3
334,b,1,d,4,e,5,draw,cluster3
335,b,1,d,5,c,4,draw,cluster3
336,b,1,d,5,c,5,draw,cluster3
337,b,1,d,5,c,6,draw,cluster3
338,b,1,d,5,d,4,draw,cluster3
339,b,1,d,5,d,6,draw,cluster3
340,b,1,d,5,e,4,draw,cluster3
341,b,1,d,5,e,5,draw,cluster3
342,b,1,d,5,e,6,draw,cluster3
343,b,1,d,6,c,5,draw,cluster3
344,b,1,d,6,c,6,draw,cluster3
345,b,1,d,6,c,7,draw,cluster3
346,b,1,d,6,d,5,draw,cluster3
347,b,1,d,6,d,7,draw,cluster3
348,b,1,d,6,e,5,draw,cluster3
349,b,1,d,6,e,6,draw,cluster3
350,b,1,d,6,e,7,draw,cluster3
351,b,1,d,7,c,6,draw,cluster3
352,b,1,d,7,c,7,draw,cluster3
353,b,1,d,7,c,8,draw,cluster3
354,b,1,d,7,d,6,draw,cluster3
355,b,1,d,7,d,8,draw,cluster3
356,b,1,d,7,e,6,draw,cluster3
357,b,1,d,7,e,7,draw,cluster3
358,b,1,d,7,e,8,draw,cluster3
359,b,1,d,8,c,7,draw,cluster3
360,b,1,d,8,c,8,draw,cluster3
361,b,1,d,8,d,7,draw,cluster3
362,b,1,d,8,e,7,draw,cluster3
363,b,1,d,8,e,8,draw,cluster3
364,b,1,e,1,d,1,draw,cluster0
365,b,1,e,1,d,2,draw,cluster0
366,b,1,e,1,e,2,draw,cluster0
367,b,1,e,1,f,1,draw,cluster0
368,b,1,e,1,f,2,draw,cluster0
369,b,1,e,2,d,1,draw,cluster0
370,b,1,e,2,d,2,draw,cluster0
371,b,1,e,2,d,3,draw,cluster0
372,b,1,e,2,e,1,draw,cluster0
373,b,1,e,2,e,3,draw,cluster0
374,b,1,e,2,f,1,draw,cluster0
375,b,1,e,2,f,2,draw,cluster0
376,b,1,e,2,f,3,draw,cluster0
377,b,1,e,3,d,2,draw,cluster3
378,b,1,e,3,d,3,draw,cluster3
379,b,1,e,3,d,4,draw,cluster0
380,b,1,e,3,e,2,draw,cluster0
381,b,1,e,3,e,4,draw,cluster0
382,b,1,e,3,f,2,draw,cluster0
383,b,1,e,3,f,3,draw,cluster0
384,b,1,e,3,f,4,draw,cluster0
385,b,1,e,4,d,3,draw,cluster3
386,b,1,e,4,d,4,draw,cluster3
387,b,1,e,4,d,5,draw,cluster3
388,b,1,e,4,e,3,draw,cluster0
389,b,1,e,4,e,5,draw,cluster0
390,b,1,e,4,f,3,draw,cluster0
391,b,1,e,4,f,4,draw,cluster0
392,b,1,e,4,f,5,draw,cluster0
393,b,1,e,5,d,4,draw,cluster3
394,b,1,e,5,d,5,draw,cluster3
395,b,1,e,5,d,6,draw,cluster3
396,b,1,e,5,e,4,draw,cluster0
397,b,1,e,5,e,6,draw,cluster0
398,b,1,e,5,f,4,draw,cluster0
399,b,1,e,5,f,5,draw,cluster0
400,b,1,e,5,f,6,draw,cluster0
401,b,1,e,6,d,5,draw,cluster3
402,b,1,e,6,d,6,draw,cluster3
403,b,1,e,6,d,7,draw,cluster3
404,b,1,e,6,e,5,draw,cluster0
405,b,1,e,6,e,7,draw,cluster0
406,b,1,e,6,f,5,draw,cluster0
407,b,1,e,6,f,6,draw,cluster0
408,b,1,e,6,f,7,draw,cluster0
409,b,1,e,7,d,6,draw,cluster3
410,b,1,e,7,d,7,draw,cluster3
411,b,1,e,7,d,8,draw,cluster3
412,b,1,e,7,e,6,draw,cluster0
413,b,1,e,7,e,8,draw,cluster0
414,b,1,e,7,f,6,draw,cluster0
415,b,1,e,7,f,7,draw,cluster0
416,b,1,e,7,f,8,draw,cluster0
417,b,1,e,8,d,7,draw,cluster3
418,b,1,e,8,d,8,draw,cluster3
419,b,1,e,8,e,7,draw,cluster0
420,b,1,e,8,f,7,draw,cluster0
421,b,1,e,8,f,8,draw,cluster0
422,b,1,f,1,e,1,draw,cluster2
423,b,1,f,1,e,2,draw,cluster2
424,b,1,f,1,f,2,draw,cluster2
425,b,1,f,1,g,1,draw,cluster0
426,b,1,f,1,g,2,draw,cluster0
427,b,1,f,2,e,1,draw,cluster2
428,b,1,f,2,e,2,draw,cluster2
429,b,1,f,2,e,3,draw,cluster2
430,b,1,f,2,f,1,draw,cluster2
431,b,1,f,2,f,3,draw,cluster2
432,b,1,f,2,g,1,draw,cluster0
433,b,1,f,2,g,2,draw,cluster0
434,b,1,f,2,g,3,draw,cluster0
435,b,1,f,3,e,2,draw,cluster2
436,b,1,f,3,e,3,draw,cluster2
437,b,1,f,3,e,4,draw,cluster2
438,b,1,f,3,f,2,draw,cluster2
439,b,1,f,3,f,4,draw,cluster2
440,b,1,f,3,g,2,draw,cluster0
441,b,1,f,3,g,3,draw,cluster0
442,b,1,f,3,g,4,draw,cluster0
443,b,1,f,4,e,3,draw,cluster2
444,b,1,f,4,e,4,draw,cluster2
445,b,1,f,4,e,5,draw,cluster2
446,b,1,f,4,f,3,draw,cluster2
447,b,1,f,4,f,5,draw,cluster2
448,b,1,f,4,g,3,draw,cluster0
449,b,1,f,4,g,4,draw,cluster0
450,b,1,f,4,g,5,draw,cluster0
451,b,1,f,5,e,4,draw,cluster2
452,b,1,f,5,e,5,draw,cluster2
453,b,1,f,5,e,6,draw,cluster2
454,b,1,f,5,f,4,draw,cluster2
455,b,1,f,5,f,6,draw,cluster2
456,b,1,f,5,g,4,draw,cluster0
457,b,1,f,5,g,5,draw,cluster0
458,b,1,f,5,g,6,draw,cluster0
459,b,1,f,6,e,5,draw,cluster2
460,b,1,f,6,e,6,draw,cluster2
461,b,1,f,6,e,7,draw,cluster2
462,b,1,f,6,f,5,draw,cluster2
463,b,1,f,6,f,7,draw,cluster2
464,b,1,f,6,g,5,draw,cluster2
465,b,1,f,6,g,6,draw,cluster0
466,b,1,f,6,g,7,draw,cluster0
467,b,1,f,7,e,6,draw,cluster2
468,b,1,f,7,e,7,draw,cluster2
469,b,1,f,7,e,8,draw,cluster2
470,b,1,f,7,f,6,draw,cluster2
471,b,1,f,7,f,8,draw,cluster2
472,b,1,f,7,g,6,draw,cluster2
473,b,1,f,7,g,7,draw,cluster2
474,b,1,f,7,g,8,draw,cluster0
475,b,1,f,8,e,7,draw,cluster2
476,b,1,f,8,e,8,draw,cluster2
477,b,1,f,8,f,7,draw,cluster2
478,b,1,f,8,g,7,draw,cluster2
479,b,1,f,8,g,8,draw,cluster2
480,b,1,g,1,f,1,draw,cluster1
481,b,1,g,1,f,2,draw,cluster1
482,b,1,g,1,g,2,draw,cluster1
483,b,1,g,1,h,1,draw,cluster1
484,b,1,g,1,h,2,draw,cluster1
485,b,1,g,2,f,1,draw,cluster1
486,b,1,g,2,f,2,draw,cluster1
487,b,1,g,2,f,3,draw,cluster1
488,b,1,g,2,g,1,draw,cluster1
489,b,1,g,2,g,3,draw,cluster1
490,b,1,g,2,h,1,draw,cluster1
491,b,1,g,2,h,2,draw,cluster1
492,b,1,g,2,h,3,draw,cluster2
493,b,1,g,3,f,2,draw,cluster1
494,b,1,g,3,f,3,draw,cluster1
495,b,1,g,3,f,4,draw,cluster1
496,b,1,g,3,g,2,draw,cluster1
497,b,1,g,3,g,4,draw,cluster1
498,b,1,g,3,h,2,draw,cluster2
499,b,1,g,3,h,3,draw,cluster2
500,b,1,g,3,h,4,draw,cluster2
501,b,1,g,4,f,3,draw,cluster1
502,b,1,g,4,f,4,draw,cluster1
503,b,1,g,4,f,5,draw,cluster1
504,b,1,g,4,g,3,draw,cluster1
505,b,1,g,4,g,5,draw,cluster1
506,b,1,g,4,h,3,draw,cluster2
507,b,1,g,4,h,4,draw,cluster2
508,b,1,g,4,h,5,draw,cluster2
509,b,1,g,5,f,4,draw,cluster1
510,b,1,g,5,f,5,draw,cluster1
511,b,1,g,5,f,6,draw,cluster1
512,b,1,g,5,g,4,draw,cluster1
513,b,1,g,5,g,6,draw,cluster1
514,b,1,g,5,h,4,draw,cluster2
515,b,1,g,5,h,5,draw,cluster2
516,b,1,g,5,h,6,draw,cluster2
517,b,1,g,6,f,5,draw,cluster1
518,b,1,g,6,f,6,draw,cluster1
519,b,1,g,6,f,7,draw,cluster1
520,b,1,g,6,g,5,draw,cluster1
521,b,1,g,6,g,7,draw,cluster1
522,b,1,g,6,h,5,draw,cluster2
523,b,1,g,6,h,6,draw,cluster2
524,b,1,g,6,h,7,draw,cluster2
525,b,1,g,7,f,6,draw,cluster1
526,b,1,g,7,f,7,draw,cluster1
527,b,1,g,7,f,8,draw,cluster1
528,b,1,g,7,g,6,draw,cluster1
529,b,1,g,7,g,8,draw,cluster1
530,b,1,g,7,h,6,draw,cluster2
531,b,1,g,7,h,7,draw,cluster2
532,b,1,g,7,h,8,draw,cluster2
533,b,1,g,8,f,7,draw,cluster1
534,b,1,g,8,f,8,draw,cluster1
535,b,1,g,8,g,7,draw,cluster1
536,b,1,g,8,h,7,draw,cluster2
537,b,1,g,8,h,8,draw,cluster2
538,b,1,h,1,g,1,draw,cluster0
539,b,1,h,1,g,2,draw,cluster0
540,b,1,h,1,h,2,draw,cluster3
541,b,1,h,2,g,1,draw,cluster0
542,b,1,h,2,g,2,draw,cluster0
543,b,1,h,2,g,3,draw,cluster0
544,b,1,h,2,h,1,draw,cluster3
545,b,1,h,2,h,3,draw,cluster3
546,b,1,h,3,g,2,draw,cluster3
547,b,1,h,3,g,3,draw,cluster3
548,b,1,h,3,g,4,draw,cluster0
549,b,1,h,3,h,2,draw,cluster3
550,b,1,h,3,h,4,draw,cluster3
551,b,1,h,4,g,3,draw,cluster3
552,b,1,h,4,g,4,draw,cluster3
553,b,1,h,4,g,5,draw,cluster3
554,b,1,h,4,h,3,draw,cluster3
555,b,1,h,4,h,5,draw,cluster3
556,b,1,h,5,g,4,draw,cluster3
557,b,1,h,5,g,5,draw,cluster3
558,b,1,h,5,g,6,draw,cluster3
559,b,1,h,5,h,4,draw,cluster3
560,b,1,h,5,h,6,draw,cluster3
561,b,1,h,6,g,5,draw,cluster3
562,b,1,h,6,g,6,draw,cluster3
563,b,1,h,6,g,7,draw,cluster3
564,b,1,h,6,h,5,draw,cluster3
565,b,1,h,6,h,7,draw,cluster3
566,b,1,h,7,g,6,draw,cluster3
567,b,1,h,7,g,7,draw,cluster3
568,b,1,h,7,g,8,draw,cluster3
569,b,1,h,7,h,6,draw,cluster3
570,b,1,h,7,h,8,draw,cluster3
571,b,1,h,8,g,7,draw,cluster3
572,b,1,h,8,g,8,draw,cluster3
573,b,1,h,8,h,7,draw,cluster3
574,b,2,c,4,d,3,draw,cluster3
575,b,2,d,1,d,2,draw,cluster3
576,b,2,d,1,e,1,draw,cluster1
577,b,2,d,1,e,2,draw,cluster1
578,b,2,d,2,d,1,draw,cluster3
579,b,2,d,2,d,3,draw,cluster3
580,b,2,d,2,e,1,draw,cluster1
581,b,2,d,2,e,2,draw,cluster1
582,b,2,d,2,e,3,draw,cluster0
583,b,2,d,3,d,2,draw,cluster3
584,b,2,d,3,d,4,draw,cluster3
585,b,2,d,3,e,2,draw,cluster1
586,b,2,d,3,e,3,draw,cluster1
587,b,2,d,3,e,4,draw,cluster0
588,b,2,d,4,d,3,draw,cluster3
589,b,2,d,4,e,3,draw,cluster1
590,b,2,d,4,e,4,draw,cluster2
591,b,2,d,4,e,5,draw,cluster0
592,b,2,d,5,e,4,draw,cluster2
593,b,2,e,1,d,1,draw,cluster0
594,b,2,e,1,d,2,draw,cluster0
595,b,2,e,1,e,2,draw,cluster0
596,b,2,e,1,f,1,draw,cluster0
597,b,2,e,1,f,2,draw,cluster0
598,b,2,e,2,d,1,draw,cluster0
599,b,2,e,2,d,2,draw,cluster0
600,b,2,e,2,d,3,draw,cluster0
601,b,2,e,2,e,1,draw,cluster0
602,b,2,e,2,e,3,draw,cluster0
603,b,2,e,2,f,1,draw,cluster0
604,b,2,e,2,f,2,draw,cluster0
605,b,2,e,2,f,3,draw,cluster0
606,b,2,e,3,d,2,draw,cluster0
607,b,2,e,3,d,3,draw,cluster0
608,b,2,e,3,d,4,draw,cluster0
609,b,2,e,3,e,2,draw,cluster0
610,b,2,e,3,e,4,draw,cluster0
611,b,2,e,3,f,2,draw,cluster0
612,b,2,e,3,f,3,draw,cluster0
