@relation krkopt_clustered

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1}

@data
60,a,1,e,3,f,4,draw,cluster1
61,a,1,e,4,d,3,draw,cluster1
62,a,1,e,4,d,4,draw,cluster1
63,a,1,e,4,e,3,draw,cluster1
64,a,1,e,4,e,5,draw,cluster1
65,a,1,e,4,f,3,draw,cluster1
66,a,1,e,4,f,4,draw,cluster1
67,a,1,e,4,f,5,draw,cluster1
68,a,1,e,5,d,4,draw,cluster1
69,a,1,e,5,e,4,draw,cluster1
70,a,1,e,5,f,4,draw,cluster1
71,a,1,e,5,f,5,draw,cluster1
72,a,1,e,5,f,6,draw,cluster1
73,a,1,e,6,f,5,draw,cluster1
74,a,1,f,1,e,1,draw,cluster1
75,a,1,f,1,e,2,draw,cluster1
76,a,1,f,1,f,2,draw,cluster1
77,a,1,f,1,g,1,draw,cluster1
78,a,1,f,1,g,2,draw,cluster1
79,a,1,f,2,e,1,draw,cluster1
80,a,1,f,2,e,2,draw,cluster1
81,a,1,f,2,e,3,draw,cluster1
82,a,1,f,2,f,1,draw,cluster1
83,a,1,f,2,f,3,draw,cluster1
84,a,1,f,2,g,1,draw,cluster1
85,a,1,f,2,g,2,draw,cluster1
86,a,1,f,2,g,3,draw,cluster1
87,a,1,f,3,e,2,draw,cluster1
88,a,1,f,3,e,3,draw,cluster1
89,a,1,f,3,e,4,draw,cluster1
90,a,1,f,3,f,2,draw,cluster1
91,a,1,f,3,f,4,draw,cluster1
92,a,1,f,3,g,2,draw,cluster1
93,a,1,f,3,g,3,draw,cluster1
94,a,1,f,3,g,4,draw,cluster1
95,a,1,f,4,e,3,draw,cluster1
96,a,1,f,4,e,4,draw,cluster1
97,a,1,f,4,e,5,draw,cluster1
98,a,1,f,4,f,3,draw,cluster1
99,a,1,f,4,f,5,draw,cluster1
100,a,1,f,4,g,3,draw,cluster1
101,a,1,f,4,g,4,draw,cluster1
102,a,1,f,4,g,5,draw,cluster1
103,a,1,f,5,e,4,draw,cluster1
104,a,1,f,5,e,5,draw,cluster1
105,a,1,f,5,f,4,draw,cluster1
106,a,1,f,5,f,6,draw,cluster1
107,a,1,f,5,g,4,draw,cluster1
108,a,1,f,5,g,5,draw,cluster1
109,a,1,f,5,g,6,draw,cluster1
110,a,1,f,6,e,5,draw,cluster1
111,a,1,f,6,f,5,draw,cluster1
112,a,1,f,6,g,5,draw,cluster1
113,a,1,f,6,g,6,draw,cluster1
114,a,1,f,6,g,7,draw,cluster1
115,a,1,f,7,g,6,draw,cluster1
116,a,1,g,1,f,1,draw,cluster1
117,a,1,g,1,f,2,draw,cluster1
118,a,1,g,1,g,2,draw,cluster1
119,a,1,g,1,h,1,draw,cluster1
120,a,1,g,1,h,2,draw,cluster1
121,a,1,g,2,f,1,draw,cluster1
122,a,1,g,2,f,2,draw,cluster1
123,a,1,g,2,f,3,draw,cluster1
124,a,1,g,2,g,1,draw,cluster1
125,a,1,g,2,g,3,draw,cluster1
126,a,1,g,2,h,1,draw,cluster1
127,a,1,g,2,h,2,draw,cluster1
128,a,1,g,2,h,3,draw,cluster1
129,a,1,g,3,f,2,draw,cluster1
130,a,1,g,3,f,3,draw,cluster1
131,a,1,g,3,f,4,draw,cluster1
132,a,1,g,3,g,2,draw,cluster1
133,a,1,g,3,g,4,draw,cluster1
134,a,1,g,3,h,2,draw,cluster1
135,a,1,g,3,h,3,draw,cluster1
136,a,1,g,3,h,4,draw,cluster1
137,a,1,g,4,f,3,draw,cluster1
138,a,1,g,4,f,4,draw,cluster1
139,a,1,g,4,f,5,draw,cluster1
140,a,1,g,4,g,3,draw,cluster1
141,a,1,g,4,g,5,draw,cluster1
142,a,1,g,4,h,3,draw,cluster1
143,a,1,g,4,h,4,draw,cluster1
144,a,1,g,4,h,5,draw,cluster1
145,a,1,g,5,f,4,draw,cluster1
146,a,1,g,5,f,5,draw,cluster1
147,a,1,g,5,f,6,draw,cluster1
148,a,1,g,5,g,4,draw,cluster1
149,a,1,g,5,g,6,draw,cluster1
150,a,1,g,5,h,4,draw,cluster1
151,a,1,g,5,h,5,draw,cluster1
152,a,1,g,5,h,6,draw,cluster1
153,a,1,g,6,f,5,draw,cluster1
154,a,1,g,6,f,6,draw,cluster1
155,a,1,g,6,g,5,draw,cluster1
156,a,1,g,6,g,7,draw,cluster1
157,a,1,g,6,h,5,draw,cluster1
158,a,1,g,6,h,6,draw,cluster1
159,a,1,g,6,h,7,draw,cluster1
160,a,1,g,7,f,6,draw,cluster1
161,a,1,g,7,g,6,draw,cluster1
162,a,1,g,7,h,6,draw,cluster1
163,a,1,g,7,h,7,draw,cluster1
164,a,1,g,7,h,8,draw,cluster1
165,a,1,g,8,h,7,draw,cluster1
166,a,1,h,1,g,1,draw,cluster1
167,a,1,h,1,g,2,draw,cluster1
168,a,1,h,1,h,2,draw,cluster1
169,a,1,h,2,g,1,draw,cluster1
170,a,1,h,2,g,2,draw,cluster1
171,a,1,h,2,g,3,draw,cluster1
172,a,1,h,2,h,1,draw,cluster1
173,a,1,h,2,h,3,draw,cluster1
174,a,1,h,3,g,2,draw,cluster1
175,a,1,h,3,g,3,draw,cluster1
176,a,1,h,3,g,4,draw,cluster1
177,a,1,h,3,h,2,draw,cluster1
178,a,1,h,3,h,4,draw,cluster1
179,a,1,h,4,g,3,draw,cluster1
180,a,1,h,4,g,4,draw,cluster1
181,a,1,h,4,g,5,draw,cluster1
182,a,1,h,4,h,3,draw,cluster1
183,a,1,h,4,h,5,draw,cluster1
184,a,1,h,5,g,4,draw,cluster1
185,a,1,h,5,g,5,draw,cluster1
186,a,1,h,5,g,6,draw,cluster1
187,a,1,h,5,h,4,draw,cluster1
188,a,1,h,5,h,6,draw,cluster1
189,a,1,h,6,g,5,draw,cluster1
190,a,1,h,6,g,6,draw,cluster1
191,a,1,h,6,g,7,draw,cluster1
192,a,1,h,6,h,5,draw,cluster1
193,a,1,h,6,h,7,draw,cluster1
194,a,1,h,7,g,6,draw,cluster1
195,a,1,h,7,g,7,draw,cluster1
196,a,1,h,7,h,6,draw,cluster1
197,a,1,h,7,h,8,draw,cluster1
198,a,1,h,8,g,7,draw,cluster1
199,a,1,h,8,h,7,draw,cluster1
200,b,1,a,3,a,4,draw,cluster1
201,b,1,a,3,b,3,draw,cluster1
202,b,1,a,3,b,4,draw,cluster1
203,b,1,a,4,a,3,draw,cluster1
204,b,1,a,4,a,5,draw,cluster1
205,b,1,a,4,b,3,draw,cluster1
206,b,1,a,4,b,4,draw,cluster1
207,b,1,a,4,b,5,draw,cluster1
208,b,1,a,5,a,4,draw,cluster1
209,b,1,a,5,a,6,draw,cluster1
210,b,1,a,5,b,4,draw,cluster1
211,b,1,a,5,b,5,draw,cluster1
212,b,1,a,5,b,6,draw,cluster1
213,b,1,a,6,a,5,draw,cluster1
214,b,1,a,6,a,7,draw,cluster1
215,b,1,a,6,b,5,draw,cluster1
216,b,1,a,6,b,6,draw,cluster1
217,b,1,a,6,b,7,draw,cluster1
218,b,1,a,7,a,6,draw,cluster1
219,b,1,a,7,a,8,draw,cluster1
220,b,1,a,7,b,6,draw,cluster1
221,b,1,a,7,b,7,draw,cluster1
222,b,1,a,7,b,8,draw,cluster1
223,b,1,a,8,a,7,draw,cluster1
224,b,1,a,8,b,7,draw,cluster1
225,b,1,a,8,b,8,draw,cluster1
226,b,1,b,3,a,3,draw,cluster1
227,b,1,b,3,a,4,draw,cluster1
228,b,1,b,3,b,4,draw,cluster1
229,b,1,b,3,c,3,draw,cluster1
230,b,1,b,3,c,4,draw,cluster1
231,b,1,b,4,a,3,draw,cluster1
232,b,1,b,4,a,4,draw,cluster1
233,b,1,b,4,a,5,draw,cluster1
234,b,1,b,4,b,3,draw,cluster1
235,b,1,b,4,b,5,draw,cluster1
236,b,1,b,4,c,3,draw,cluster1
237,b,1,b,4,c,4,draw,cluster1
238,b,1,b,4,c,5,draw,cluster1
239,b,1,b,5,a,4,draw,cluster1
240,b,1,b,5,a,5,draw,cluster1
241,b,1,b,5,a,6,draw,cluster1
242,b,1,b,5,b,4,draw,cluster1
243,b,1,b,5,b,6,draw,cluster1
244,b,1,b,5,c,4,draw,cluster1
245,b,1,b,5,c,5,draw,cluster1
246,b,1,b,5,c,6,draw,cluster1
247,b,1,b,6,a,5,draw,cluster1
248,b,1,b,6,a,6,draw,cluster1
249,b,1,b,6,a,7,draw,cluster1
250,b,1,b,6,b,5,draw,cluster1
251,b,1,b,6,b,7,draw,cluster1
252,b,1,b,6,c,5,draw,cluster1
253,b,1,b,6,c,6,draw,cluster1
254,b,1,b,6,c,7,draw,cluster1
255,b,1,b,7,a,6,draw,cluster1
256,b,1,b,7,a,7,draw,cluster1
257,b,1,b,7,a,8,draw,cluster1
258,b,1,b,7,b,6,draw,cluster1
259,b,1,b,7,b,8,draw,cluster1
260,b,1,b,7,c,6,draw,cluster1
261,b,1,b,7,c,7,draw,cluster1
262,b,1,b,7,c,8,draw,cluster1
263,b,1,b,8,a,7,draw,cluster1
264,b,1,b,8,a,8,draw,cluster1
265,b,1,b,8,b,7,draw,cluster1
266,b,1,b,8,c,7,draw,cluster1
267,b,1,b,8,c,8,draw,cluster1
268,b,1,c,3,b,3,draw,cluster1
269,b,1,c,3,b,4,draw,cluster1
270,b,1,c,3,c,4,draw,cluster1
271,b,1,c,3,d,2,draw,cluster1
272,b,1,c,3,d,3,draw,cluster1
273,b,1,c,3,d,4,draw,cluster1
274,b,1,c,4,b,3,draw,cluster1
275,b,1,c,4,b,4,draw,cluster1
276,b,1,c,4,b,5,draw,cluster1
277,b,1,c,4,c,3,draw,cluster1
278,b,1,c,4,c,5,draw,cluster1
279,b,1,c,4,d,3,draw,cluster1
280,b,1,c,4,d,4,draw,cluster1
281,b,1,c,4,d,5,draw,cluster1
282,b,1,c,5,b,4,draw,cluster1
283,b,1,c,5,b,5,draw,cluster1
284,b,1,c,5,b,6,draw,cluster1
285,b,1,c,5,c,4,draw,cluster1
286,b,1,c,5,c,6,draw,cluster1
287,b,1,c,5,d,4,draw,cluster1
288,b,1,c,5,d,5,draw,cluster1
289,b,1,c,5,d,6,draw,cluster1
290,b,1,c,6,b,5,draw,cluster1
291,b,1,c,6,b,6,draw,cluster1
292,b,1,c,6,b,7,draw,cluster1
293,b,1,c,6,c,5,draw,cluster1
294,b,1,c,6,c,7,draw,cluster1
295,b,1,c,6,d,5,draw,cluster1
296,b,1,c,6,d,6,draw,cluster1
297,b,1,c,6,d,7,draw,cluster1
298,b,1,c,7,b,6,draw,cluster1
299,b,1,c,7,b,7,draw,cluster1
300,b,1,c,7,b,8,draw,cluster1
301,b,1,c,7,c,6,draw,cluster1
302,b,1,c,7,c,8,draw,cluster1
303,b,1,c,7,d,6,draw,cluster1
304,b,1,c,7,d,7,draw,cluster1
305,b,1,c,7,d,8,draw,cluster1
306,b,1,c,8,b,7,draw,cluster1
307,b,1,c,8,b,8,draw,cluster1
308,b,1,c,8,c,7,draw,cluster1
309,b,1,c,8,d,7,draw,cluster1
310,b,1,c,8,d,8,draw,cluster1
311,b,1,d,1,d,2,draw,cluster1
312,b,1,d,1,e,1,draw,cluster1
313,b,1,d,1,e,2,draw,cluster1
314,b,1,d,2,c,3,draw,cluster1
315,b,1,d,2,d,1,draw,cluster1
316,b,1,d,2,d,3,draw,cluster1
317,b,1,d,2,e,1,draw,cluster1
318,b,1,d,2,e,2,draw,cluster1
319,b,1,d,2,e,3,draw,cluster1
320,b,1,d,3,c,3,draw,cluster1
321,b,1,d,3,c,4,draw,cluster1
322,b,1,d,3,d,2,draw,cluster1
323,b,1,d,3,d,4,draw,cluster1
324,b,1,d,3,e,2,draw,cluster1
325,b,1,d,3,e,3,draw,cluster1
326,b,1,d,3,e,4,draw,cluster1
327,b,1,d,4,c,3,draw,cluster1
328,b,1,d,4,c,4,draw,cluster1
329,b,1,d,4,c,5,draw,cluster1
330,b,1,d,4,d,3,draw,cluster1
331,b,1,d,4,d,5,draw,cluster1
332,b,1,d,4,e,3,draw,cluster1
333,b,1,d,4,e,4,draw,cluster1
334,b,1,d,4,e,5,draw,cluster1
335,b,1,d,5,c,4,draw,cluster1
336,b,1,d,5,c,5,draw,cluster1
337,b,1,d,5,c,6,draw,cluster1
338,b,1,d,5,d,4,draw,cluster1
339,b,1,d,5,d,6,draw,cluster1
340,b,1,d,5,e,4,draw,cluster1
341,b,1,d,5,e,5,draw,cluster1
342,b,1,d,5,e,6,draw,cluster1
343,b,1,d,6,c,5,draw,cluster1
344,b,1,d,6,c,6,draw,cluster1
345,b,1,d,6,c,7,draw,cluster1
346,b,1,d,6,d,5,draw,cluster1
347,b,1,d,6,d,7,draw,cluster1
348,b,1,d,6,e,5,draw,cluster1
349,b,1,d,6,e,6,draw,cluster1
350,b,1,d,6,e,7,draw,cluster1
351,b,1,d,7,c,6,draw,cluster1
352,b,1,d,7,c,7,draw,cluster1
353,b,1,d,7,c,8,draw,cluster1
354,b,1,d,7,d,6,draw,cluster1
355,b,1,d,7,d,8,draw,cluster1
356,b,1,d,7,e,6,draw,cluster1
357,b,1,d,7,e,7,draw,cluster1
358,b,1,d,7,e,8,draw,cluster1
359,b,1,d,8,c,7,draw,cluster1
360,b,1,d,8,c,8,draw,cluster1
361,b,1,d,8,d,7,draw,cluster1
362,b,1,d,8,e,7,draw,cluster1
363,b,1,d,8,e,8,draw,cluster1
364,b,1,e,1,d,1,draw,cluster1
365,b,1,e,1,d,2,draw,cluster1
366,b,1,e,1,e,2,draw,cluster1
367,b,1,e,1,f,1,draw,cluster1
368,b,1,e,1,f,2,draw,cluster1
369,b,1,e,2,d,1,draw,cluster1
370,b,1,e,2,d,2,draw,cluster1
371,b,1,e,2,d,3,draw,cluster1
372,b,1,e,2,e,1,draw,cluster1
373,b,1,e,2,e,3,draw,cluster1
374,b,1,e,2,f,1,draw,cluster1
375,b,1,e,2,f,2,draw,cluster1
376,b,1,e,2,f,3,draw,cluster1
377,b,1,e,3,d,2,draw,cluster1
378,b,1,e,3,d,3,draw,cluster1
379,b,1,e,3,d,4,draw,cluster1
380,b,1,e,3,e,2,draw,cluster1
381,b,1,e,3,e,4,draw,cluster1
382,b,1,e,3,f,2,draw,cluster1
383,b,1,e,3,f,3,draw,cluster1
384,b,1,e,3,f,4,draw,cluster1
385,b,1,e,4,d,3,draw,cluster1
386,b,1,e,4,d,4,draw,cluster1
387,b,1,e,4,d,5,draw,cluster1
388,b,1,e,4,e,3,draw,cluster1
389,b,1,e,4,e,5,draw,cluster1
390,b,1,e,4,f,3,draw,cluster1
391,b,1,e,4,f,4,draw,cluster1
392,b,1,e,4,f,5,draw,cluster1
393,b,1,e,5,d,4,draw,cluster1
394,b,1,e,5,d,5,draw,cluster1
395,b,1,e,5,d,6,draw,cluster1
396,b,1,e,5,e,4,draw,cluster1
397,b,1,e,5,e,6,draw,cluster1
398,b,1,e,5,f,4,draw,cluster1
399,b,1,e,5,f,5,draw,cluster1
400,b,1,e,5,f,6,draw,cluster1
401,b,1,e,6,d,5,draw,cluster1
402,b,1,e,6,d,6,draw,cluster1
403,b,1,e,6,d,7,draw,cluster1
404,b,1,e,6,e,5,draw,cluster1
405,b,1,e,6,e,7,draw,cluster1
406,b,1,e,6,f,5,draw,cluster1
407,b,1,e,6,f,6,draw,cluster1
408,b,1,e,6,f,7,draw,cluster1
409,b,1,e,7,d,6,draw,cluster1
410,b,1,e,7,d,7,draw,cluster1
411,b,1,e,7,d,8,draw,cluster1
412,b,1,e,7,e,6,draw,cluster1
413,b,1,e,7,e,8,draw,cluster1
414,b,1,e,7,f,6,draw,cluster1
415,b,1,e,7,f,7,draw,cluster1
416,b,1,e,7,f,8,draw,cluster1
417,b,1,e,8,d,7,draw,cluster1
418,b,1,e,8,d,8,draw,cluster1
419,b,1,e,8,e,7,draw,cluster1
420,b,1,e,8,f,7,draw,cluster1
421,b,1,e,8,f,8,draw,cluster1
422,b,1,f,1,e,1,draw,cluster1
423,b,1,f,1,e,2,draw,cluster1
424,b,1,f,1,f,2,draw,cluster1
425,b,1,f,1,g,1,draw,cluster1
426,b,1,f,1,g,2,draw,cluster1
427,b,1,f,2,e,1,draw,cluster1
428,b,1,f,2,e,2,draw,cluster1
429,b,1,f,2,e,3,draw,cluster1
430,b,1,f,2,f,1,draw,cluster1
431,b,1,f,2,f,3,draw,cluster1
432,b,1,f,2,g,1,draw,cluster1
433,b,1,f,2,g,2,draw,cluster1
434,b,1,f,2,g,3,draw,cluster1
435,b,1,f,3,e,2,draw,cluster1
436,b,1,f,3,e,3,draw,cluster1
437,b,1,f,3,e,4,draw,cluster1
438,b,1,f,3,f,2,draw,cluster1
439,b,1,f,3,f,4,draw,cluster1
440,b,1,f,3,g,2,draw,cluster1
441,b,1,f,3,g,3,draw,cluster1
442,b,1,f,3,g,4,draw,cluster1
443,b,1,f,4,e,3,draw,cluster1
444,b,1,f,4,e,4,draw,cluster1
445,b,1,f,4,e,5,draw,cluster1
446,b,1,f,4,f,3,draw,cluster1
447,b,1,f,4,f,5,draw,cluster1
448,b,1,f,4,g,3,draw,cluster1
449,b,1,f,4,g,4,draw,cluster1
450,b,1,f,4,g,5,draw,cluster1
451,b,1,f,5,e,4,draw,cluster1
452,b,1,f,5,e,5,draw,cluster1
453,b,1,f,5,e,6,draw,cluster1
454,b,1,f,5,f,4,draw,cluster1
455,b,1,f,5,f,6,draw,cluster1
456,b,1,f,5,g,4,draw,cluster1
457,b,1,f,5,g,5,draw,cluster1
458,b,1,f,5,g,6,draw,cluster1
459,b,1,f,6,e,5,draw,cluster1
460,b,1,f,6,e,6,draw,cluster1
461,b,1,f,6,e,7,draw,cluster1
462,b,1,f,6,f,5,draw,cluster1
463,b,1,f,6,f,7,draw,cluster1
464,b,1,f,6,g,5,draw,cluster1
465,b,1,f,6,g,6,draw,cluster1
466,b,1,f,6,g,7,draw,cluster1
467,b,1,f,7,e,6,draw,cluster1
468,b,1,f,7,e,7,draw,cluster1
469,b,1,f,7,e,8,draw,cluster1
470,b,1,f,7,f,6,draw,cluster1
471,b,1,f,7,f,8,draw,cluster1
472,b,1,f,7,g,6,draw,cluster1
473,b,1,f,7,g,7,draw,cluster1
474,b,1,f,7,g,8,draw,cluster1
475,b,1,f,8,e,7,draw,cluster1
476,b,1,f,8,e,8,draw,cluster1
477,b,1,f,8,f,7,draw,cluster1
478,b,1,f,8,g,7,draw,cluster1
479,b,1,f,8,g,8,draw,cluster1
480,b,1,g,1,f,1,draw,cluster1
481,b,1,g,1,f,2,draw,cluster1
482,b,1,g,1,g,2,draw,cluster1
483,b,1,g,1,h,1,draw,cluster1
484,b,1,g,1,h,2,draw,cluster1
485,b,1,g,2,f,1,draw,cluster1
486,b,1,g,2,f,2,draw,cluster1
487,b,1,g,2,f,3,draw,cluster1
488,b,1,g,2,g,1,draw,cluster1
489,b,1,g,2,g,3,draw,cluster1
490,b,1,g,2,h,1,draw,cluster1
491,b,1,g,2,h,2,draw,cluster1
492,b,1,g,2,h,3,draw,cluster1
493,b,1,g,3,f,2,draw,cluster1
494,b,1,g,3,f,3,draw,cluster1
495,b,1,g,3,f,4,draw,cluster1
496,b,1,g,3,g,2,draw,cluster1
497,b,1,g,3,g,4,draw,cluster1
498,b,1,g,3,h,2,draw,cluster1
499,b,1,g,3,h,3,draw,cluster1
500,b,1,g,3,h,4,draw,cluster1
501,b,1,g,4,f,3,draw,cluster1
502,b,1,g,4,f,4,draw,cluster1
503,b,1,g,4,f,5,draw,cluster1
504,b,1,g,4,g,3,draw,cluster1
505,b,1,g,4,g,5,draw,cluster1
506,b,1,g,4,h,3,draw,cluster1
507,b,1,g,4,h,4,draw,cluster1
508,b,1,g,4,h,5,draw,cluster1
509,b,1,g,5,f,4,draw,cluster1
510,b,1,g,5,f,5,draw,cluster1
511,b,1,g,5,f,6,draw,cluster1
512,b,1,g,5,g,4,draw,cluster1
513,b,1,g,5,g,6,draw,cluster1
514,b,1,g,5,h,4,draw,cluster1
515,b,1,g,5,h,5,draw,cluster1
516,b,1,g,5,h,6,draw,cluster1
517,b,1,g,6,f,5,draw,cluster1
518,b,1,g,6,f,6,draw,cluster1
519,b,1,g,6,f,7,draw,cluster1
520,b,1,g,6,g,5,draw,cluster1
521,b,1,g,6,g,7,draw,cluster1
522,b,1,g,6,h,5,draw,cluster1
523,b,1,g,6,h,6,draw,cluster1
524,b,1,g,6,h,7,draw,cluster1
525,b,1,g,7,f,6,draw,cluster1
526,b,1,g,7,f,7,draw,cluster1
527,b,1,g,7,f,8,draw,cluster1
528,b,1,g,7,g,6,draw,cluster1
529,b,1,g,7,g,8,draw,cluster1
530,b,1,g,7,h,6,draw,cluster1
531,b,1,g,7,h,7,draw,cluster1
532,b,1,g,7,h,8,draw,cluster1
533,b,1,g,8,f,7,draw,cluster1
534,b,1,g,8,f,8,draw,cluster1
535,b,1,g,8,g,7,draw,cluster1
536,b,1,g,8,h,7,draw,cluster1
537,b,1,g,8,h,8,draw,cluster1
538,b,1,h,1,g,1,draw,cluster1
539,b,1,h,1,g,2,draw,cluster1
540,b,1,h,1,h,2,draw,cluster1
541,b,1,h,2,g,1,draw,cluster1
542,b,1,h,2,g,2,draw,cluster1
543,b,1,h,2,g,3,draw,cluster1
544,b,1,h,2,h,1,draw,cluster1
545,b,1,h,2,h,3,draw,cluster1
546,b,1,h,3,g,2,draw,cluster1
547,b,1,h,3,g,3,draw,cluster1
548,b,1,h,3,g,4,draw,cluster1
549,b,1,h,3,h,2,draw,cluster1
550,b,1,h,3,h,4,draw,cluster1
551,b,1,h,4,g,3,draw,cluster1
552,b,1,h,4,g,4,draw,cluster1
553,b,1,h,4,g,5,draw,cluster1
554,b,1,h,4,h,3,draw,cluster1
555,b,1,h,4,h,5,draw,cluster1
556,b,1,h,5,g,4,draw,cluster1
557,b,1,h,5,g,5,draw,cluster1
558,b,1,h,5,g,6,draw,cluster1
559,b,1,h,5,h,4,draw,cluster1
560,b,1,h,5,h,6,draw,cluster1
561,b,1,h,6,g,5,draw,cluster1
562,b,1,h,6,g,6,draw,cluster1
563,b,1,h,6,g,7,draw,cluster1
564,b,1,h,6,h,5,draw,cluster1
565,b,1,h,6,h,7,draw,cluster1
566,b,1,h,7,g,6,draw,cluster1
567,b,1,h,7,g,7,draw,cluster1
568,b,1,h,7,g,8,draw,cluster1
569,b,1,h,7,h,6,draw,cluster1
570,b,1,h,7,h,8,draw,cluster1
571,b,1,h,8,g,7,draw,cluster1
572,b,1,h,8,g,8,draw,cluster1
573,b,1,h,8,h,7,draw,cluster1
574,b,2,c,4,d,3,draw,cluster0
575,b,2,d,1,d,2,draw,cluster0
576,b,2,d,1,e,1,draw,cluster0
577,b,2,d,1,e,2,draw,cluster0
578,b,2,d,2,d,1,draw,cluster0
579,b,2,d,2,d,3,draw,cluster0
580,b,2,d,2,e,1,draw,cluster0
581,b,2,d,2,e,2,draw,cluster0
582,b,2,d,2,e,3,draw,cluster0
583,b,2,d,3,d,2,draw,cluster0
584,b,2,d,3,d,4,draw,cluster0
585,b,2,d,3,e,2,draw,cluster0
586,b,2,d,3,e,3,draw,cluster0
587,b,2,d,3,e,4,draw,cluster0
588,b,2,d,4,d,3,draw,cluster0
589,b,2,d,4,e,3,draw,cluster0
590,b,2,d,4,e,4,draw,cluster0
591,b,2,d,4,e,5,draw,cluster0
592,b,2,d,5,e,4,draw,cluster0
593,b,2,e,1,d,1,draw,cluster0
594,b,2,e,1,d,2,draw,cluster0
595,b,2,e,1,e,2,draw,cluster0
596,b,2,e,1,f,1,draw,cluster0
597,b,2,e,1,f,2,draw,cluster0
598,b,2,e,2,d,1,draw,cluster0
599,b,2,e,2,d,2,draw,cluster0
600,b,2,e,2,d,3,draw,cluster0
601,b,2,e,2,e,1,draw,cluster0
602,b,2,e,2,e,3,draw,cluster0
603,b,2,e,2,f,1,draw,cluster0
604,b,2,e,2,f,2,draw,cluster0
605,b,2,e,2,f,3,draw,cluster0
606,b,2,e,3,d,2,draw,cluster0
607,b,2,e,3,d,3,draw,cluster0
608,b,2,e,3,d,4,draw,cluster0
609,b,2,e,3,e,2,draw,cluster0
610,b,2,e,3,e,4,draw,cluster0
611,b,2,e,3,f,2,draw,cluster0
612,b,2,e,3,f,3,draw,cluster0
613,b,2,e,3,f,4,draw,cluster0
